                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                 1.6207,                 2.6143,                 2.0652,                0.25668,                0.22078,                0.16079,                0.08427,                 1.7039,                  2.865,                 2.0957,             0.00097074,             0.00097074,             0.00097074
                     24,                 1.6154,                   2.62,                 2.0604,                0.24112,                 0.2251,                0.16216,                0.06525,                 2.0007,                   3.19,                 2.3585,             0.00096804,             0.00096804,             0.00096804
                     25,                 1.6253,                 2.5961,                 2.0651,                0.30141,                0.23221,                0.18596,                 0.0965,                 1.7189,                 2.6135,                 2.0968,             0.00096524,             0.00096524,             0.00096524
                     26,                 1.6073,                 2.5969,                 2.0519,                0.34908,                0.26162,                0.23059,                0.13028,                 1.6774,                 2.5049,                 2.0443,             0.00096232,             0.00096232,             0.00096232
                     27,                 1.6037,                 2.5745,                  2.046,                0.33014,                0.25095,                0.20552,                0.09603,                 1.9142,                  2.631,                 2.2462,             0.00095929,             0.00095929,             0.00095929
                     28,                 1.6057,                 2.5542,                 2.0481,                0.34576,                0.25825,                 0.2179,                0.10078,                 1.9217,                 2.5088,                 2.2617,             0.00095614,             0.00095614,             0.00095614
                     29,                 1.5909,                 2.5547,                 2.0468,                0.27719,                0.25684,                0.19554,                0.10826,                 1.5858,                 2.6523,                 1.9784,             0.00095289,             0.00095289,             0.00095289
                     30,                 1.5995,                 2.5684,                 2.0412,                0.28237,                0.23691,                0.19338,                0.09158,                 1.9097,                 2.8601,                 2.2336,             0.00094952,             0.00094952,             0.00094952
                     31,                 1.5875,                  2.523,                 2.0244,                0.35293,                0.28593,                0.23965,                0.13073,                 1.6652,                 2.4413,                 2.0113,             0.00094605,             0.00094605,             0.00094605
                     32,                 1.5894,                  2.539,                 2.0373,                0.33427,                0.25931,                0.20911,                0.12508,                 1.5547,                 2.6001,                 1.9673,             0.00094246,             0.00094246,             0.00094246
                     33,                 1.5903,                 2.5354,                 2.0347,                0.31314,                0.26592,                0.22402,                0.12414,                  1.667,                 2.5627,                  2.025,             0.00093877,             0.00093877,             0.00093877
                     34,                 1.5878,                  2.529,                 2.0295,                0.30215,                0.28579,                0.21664,                0.12495,                 1.5546,                 2.5367,                 1.9851,             0.00093497,             0.00093497,             0.00093497
                     35,                 1.5829,                 2.5247,                 2.0318,                0.31002,                0.29838,                0.24036,                0.14228,                 1.5565,                 2.5019,                 1.9457,             0.00093107,             0.00093107,             0.00093107
                     36,                 1.5868,                 2.5128,                 2.0346,                 0.3484,                0.25587,                0.22127,                0.11742,                 1.7041,                 2.5625,                 2.0672,             0.00092706,             0.00092706,             0.00092706
                     37,                 1.5817,                 2.5031,                 2.0241,                0.33394,                0.32725,                0.25346,                0.14476,                 1.5867,                 2.4099,                 1.9536,             0.00092294,             0.00092294,             0.00092294
                     38,                 1.5833,                 2.5074,                 2.0248,                0.37526,                0.28662,                0.24802,                0.14922,                 1.5313,                 2.3922,                 1.9221,             0.00091872,             0.00091872,             0.00091872
                     39,                 1.5703,                 2.4771,                  2.008,                0.38963,                0.29265,                 0.2745,                0.16511,                 1.5766,                 2.3577,                 1.9641,              0.0009144,              0.0009144,              0.0009144
                     40,                 1.5701,                  2.478,                 2.0123,                0.34044,                0.28875,                0.25725,                0.15019,                  1.606,                 2.4523,                 1.9634,             0.00090998,             0.00090998,             0.00090998
                     41,                  1.562,                 2.4718,                 2.0109,                0.35385,                0.29704,                0.25773,                0.16212,                 1.5246,                 2.3947,                 1.9473,             0.00090546,             0.00090546,             0.00090546
                     42,                  1.565,                 2.4603,                 2.0055,                0.32647,                0.25941,                0.20798,                0.09521,                 1.8619,                 2.8879,                 2.2256,             0.00090084,             0.00090084,             0.00090084
                     43,                 1.5633,                 2.4679,                 2.0044,                0.34181,                 0.2782,                0.23546,                0.09288,                 1.9907,                 2.6566,                 2.3748,             0.00089613,             0.00089613,             0.00089613
                     44,                 1.5571,                 2.4469,                 2.0082,                0.38395,                0.28917,                0.26823,                0.14546,                 1.6991,                 2.4299,                 2.0617,             0.00089131,             0.00089131,             0.00089131
                     45,                  1.552,                 2.4318,                 1.9986,                0.34782,                 0.3176,                0.26778,                0.14748,                  1.652,                 2.4119,                  2.009,              0.0008864,              0.0008864,              0.0008864
                     46,                 1.5565,                 2.4394,                 2.0023,                0.39376,                0.32207,                 0.2829,                0.16075,                 1.5966,                 2.3868,                 1.9581,              0.0008814,              0.0008814,              0.0008814
                     47,                 1.5602,                 2.4252,                 2.0092,                0.38289,                0.32297,                0.28328,                0.16969,                 1.5416,                 2.2696,                  1.911,              0.0008763,              0.0008763,              0.0008763
                     48,                 1.5425,                 2.4151,                 1.9893,                0.38022,                0.32853,                0.28882,                0.17695,                 1.4883,                 2.2264,                 1.8605,             0.00087112,             0.00087112,             0.00087112
                     49,                 1.5422,                 2.4151,                 1.9905,                0.33068,                0.31576,                0.24589,                 0.1503,                 1.4983,                  2.367,                 1.9028,             0.00086584,             0.00086584,             0.00086584
                     50,                  1.556,                 2.4351,                 2.0016,                  0.364,                0.31211,                0.29508,                 0.1554,                 1.7331,                 2.3395,                 2.0532,             0.00086047,             0.00086047,             0.00086047
                     51,                 1.5465,                 2.4194,                 1.9993,                0.33464,                0.32255,                0.28882,                0.17797,                 1.5236,                 2.2646,                 1.8916,             0.00085502,             0.00085502,             0.00085502
                     52,                  1.541,                 2.4092,                 1.9894,                 0.3937,                0.32152,                0.29672,                0.17562,                  1.521,                 2.2765,                 1.8972,             0.00084948,             0.00084948,             0.00084948
                     53,                 1.5414,                 2.4082,                 1.9902,                0.39021,                0.34292,                0.28538,                0.16107,                 1.6337,                 2.2797,                 1.9657,             0.00084385,             0.00084385,             0.00084385
                     54,                 1.5407,                 2.4026,                 1.9889,                0.40923,                 0.3234,                0.31274,                0.17457,                 1.6066,                 2.2122,                 1.9676,             0.00083814,             0.00083814,             0.00083814
                     55,                 1.5441,                 2.3878,                 1.9878,                0.40125,                 0.3333,                0.29364,                0.16857,                 1.5976,                 2.2762,                 1.9566,             0.00083235,             0.00083235,             0.00083235
                     56,                 1.5381,                 2.3602,                 1.9782,                0.41643,                0.31121,                0.29558,                0.17969,                 1.4873,                 2.2524,                 1.8567,             0.00082648,             0.00082648,             0.00082648
                     57,                 1.5448,                 2.3965,                 1.9832,                0.36047,                0.32798,                0.27213,                0.16909,                 1.5075,                 2.2935,                 1.8993,             0.00082052,             0.00082052,             0.00082052
                     58,                 1.5381,                 2.3736,                 1.9767,                0.38932,                0.33765,                0.30256,                0.18631,                 1.4788,                 2.2473,                 1.8358,              0.0008145,              0.0008145,              0.0008145
                     59,                 1.5474,                   2.39,                  1.992,                 0.4037,                0.34762,                0.30783,                0.18967,                 1.4705,                 2.2072,                 1.8333,             0.00080839,             0.00080839,             0.00080839
                     60,                  1.527,                  2.371,                  1.979,                0.41396,                0.33744,                0.31094,                0.19535,                 1.4373,                 2.1567,                  1.842,             0.00080221,             0.00080221,             0.00080221
                     61,                 1.5269,                 2.3574,                 1.9741,                0.43809,                0.32826,                0.30946,                0.19871,                 1.4199,                 2.2096,                 1.8176,             0.00079595,             0.00079595,             0.00079595
                     62,                 1.5192,                 2.3622,                  1.971,                0.38893,                0.30934,                0.29112,                0.18782,                 1.4529,                 2.2152,                 1.8494,             0.00078963,             0.00078963,             0.00078963
                     63,                 1.5212,                 2.3474,                 1.9615,                0.40762,                0.32715,                0.29049,                0.18411,                 1.3811,                 2.2201,                   1.77,             0.00078323,             0.00078323,             0.00078323
                     64,                 1.5186,                 2.3439,                 1.9597,                0.39913,                0.34783,                0.29583,                0.18222,                 1.4602,                 2.2317,                 1.8439,             0.00077677,             0.00077677,             0.00077677
                     65,                 1.5282,                 2.3436,                 1.9718,                0.45182,                0.34289,                0.33333,                0.21123,                 1.4747,                 2.1781,                 1.8437,             0.00077023,             0.00077023,             0.00077023
                     66,                 1.5289,                 2.3343,                 1.9735,                0.45961,                0.33352,                 0.3294,                0.20231,                  1.545,                 2.2108,                 1.8899,             0.00076364,             0.00076364,             0.00076364
                     67,                 1.5172,                 2.3341,                 1.9626,                0.47991,                 0.3241,                 0.3257,                  0.208,                 1.4219,                 2.1805,                 1.8222,             0.00075698,             0.00075698,             0.00075698
                     68,                 1.5176,                 2.3426,                 1.9672,                0.42406,                0.35078,                0.32431,                0.20258,                 1.4314,                 2.1439,                 1.8217,             0.00075025,             0.00075025,             0.00075025
                     69,                 1.5202,                 2.3342,                 1.9726,                0.41841,                 0.3465,                0.30917,                0.18275,                 1.5464,                 2.1802,                 1.8977,             0.00074347,             0.00074347,             0.00074347
                     70,                 1.5166,                 2.3399,                 1.9662,                0.44895,                0.32186,                0.32152,                0.21156,                  1.388,                   2.17,                 1.8085,             0.00073663,             0.00073663,             0.00073663
                     71,                 1.5129,                 2.3129,                 1.9601,                0.41664,                0.33878,                0.30517,                 0.1918,                 1.4371,                 2.2131,                 1.8384,             0.00072973,             0.00072973,             0.00072973
                     72,                  1.521,                 2.3199,                 1.9671,                0.42816,                0.34843,                0.32127,                 0.2046,                 1.4295,                 2.1825,                 1.8208,             0.00072277,             0.00072277,             0.00072277
                     73,                 1.5171,                 2.3336,                  1.964,                0.42731,                0.34191,                0.32995,                 0.2081,                 1.4588,                 2.2231,                 1.8614,             0.00071576,             0.00071576,             0.00071576
                     74,                 1.5091,                  2.297,                 1.9524,                0.43027,                 0.3687,                0.35021,                 0.2183,                 1.4544,                 2.0746,                 1.8262,              0.0007087,              0.0007087,              0.0007087
                     75,                 1.5067,                 2.3126,                 1.9521,                0.42466,                0.31694,                0.30632,                0.20271,                 1.3894,                  2.134,                 1.7828,             0.00070159,             0.00070159,             0.00070159
                     76,                 1.5085,                 2.2982,                 1.9502,                0.41588,                0.35856,                 0.3137,                0.19598,                 1.4854,                 2.1973,                 1.8699,             0.00069443,             0.00069443,             0.00069443
                     77,                 1.5135,                 2.3157,                 1.9644,                 0.4354,                 0.3576,                 0.3336,                0.20619,                 1.4899,                 2.2028,                 1.8463,             0.00068722,             0.00068722,             0.00068722
                     78,                 1.5103,                 2.2898,                  1.951,                0.45069,                0.34497,                 0.3303,                0.21532,                 1.3859,                 2.1138,                 1.7848,             0.00067997,             0.00067997,             0.00067997
                     79,                 1.5099,                    2.3,                 1.9535,                0.45039,                0.33824,                  0.342,                0.22365,                 1.4017,                 2.1287,                  1.805,             0.00067268,             0.00067268,             0.00067268
                     80,                 1.5058,                 2.2908,                 1.9465,                0.41531,                0.33799,                0.31157,                0.20563,                 1.3822,                 2.1682,                 1.7808,             0.00066534,             0.00066534,             0.00066534
                     81,                 1.5037,                 2.2891,                 1.9511,                0.47883,                0.33946,                0.34219,                0.22682,                 1.3621,                 2.0942,                 1.7635,             0.00065796,             0.00065796,             0.00065796
                     82,                  1.493,                 2.2643,                 1.9378,                0.46181,                 0.3432,                 0.3293,                0.21326,                 1.3882,                 2.1116,                 1.7796,             0.00065055,             0.00065055,             0.00065055
                     83,                 1.4969,                  2.282,                 1.9419,                0.45927,                0.34911,                0.35181,                0.23417,                 1.3639,                 2.1136,                  1.774,              0.0006431,              0.0006431,              0.0006431
                     84,                 1.4875,                 2.2684,                 1.9398,                 0.4694,                0.37522,                0.35824,                0.22634,                 1.4128,                 2.0412,                  1.793,             0.00063562,             0.00063562,             0.00063562
                     85,                 1.4926,                 2.2736,                 1.9406,                0.47242,                0.34863,                0.34742,                0.22345,                 1.3765,                 2.0361,                 1.7739,              0.0006281,              0.0006281,              0.0006281
                     86,                 1.4912,                 2.2624,                 1.9316,                0.48806,                0.36027,                0.35374,                0.23081,                 1.3794,                 2.0635,                 1.7696,             0.00062056,             0.00062056,             0.00062056
                     87,                 1.4939,                 2.2525,                 1.9428,                0.48975,                0.37496,                0.35632,                0.23467,                  1.376,                 2.0551,                 1.7528,             0.00061298,             0.00061298,             0.00061298
                     88,                 1.4895,                 2.2566,                 1.9435,                0.49866,                0.34619,                0.35468,                0.22876,                 1.3784,                 2.0483,                 1.7773,             0.00060538,             0.00060538,             0.00060538
                     89,                 1.4826,                 2.2408,                 1.9276,                0.47738,                0.39225,                0.38115,                0.24163,                 1.4181,                 2.0068,                 1.7969,             0.00059775,             0.00059775,             0.00059775
                     90,                 1.4872,                 2.2418,                 1.9302,                0.45833,                0.35272,                0.36115,                0.22396,                 1.4814,                 2.0846,                 1.8361,              0.0005901,              0.0005901,              0.0005901
                     91,                 1.4892,                 2.2527,                 1.9383,                0.49426,                 0.3443,                0.35694,                0.23036,                 1.3944,                 2.0838,                 1.7779,             0.00058244,             0.00058244,             0.00058244
                     92,                 1.4868,                 2.2374,                 1.9314,                 0.5177,                0.36711,                0.38035,                0.24927,                 1.3784,                 2.0114,                 1.7527,             0.00057475,             0.00057475,             0.00057475
                     93,                  1.494,                 2.2396,                 1.9291,                0.43449,                0.39913,                0.36226,                0.23862,                 1.3638,                 2.0383,                 1.7584,             0.00056704,             0.00056704,             0.00056704
                     94,                 1.4812,                 2.2282,                 1.9281,                0.48504,                0.35884,                0.36117,                0.24611,                 1.3442,                 2.0503,                 1.7465,             0.00055932,             0.00055932,             0.00055932
                     95,                 1.4894,                 2.2324,                 1.9282,                0.43142,                0.37257,                0.35027,                0.23615,                 1.3406,                 2.0881,                 1.7558,             0.00055158,             0.00055158,             0.00055158
                     96,                 1.4741,                 2.2132,                 1.9175,                0.45731,                0.39506,                0.37694,                0.24299,                 1.3632,                 1.9851,                 1.7423,             0.00054384,             0.00054384,             0.00054384
                     97,                 1.4822,                  2.225,                 1.9262,                0.49079,                0.38319,                0.37622,                 0.2505,                 1.3458,                 2.0239,                 1.7396,             0.00053608,             0.00053608,             0.00053608
                     98,                 1.4765,                 2.2179,                 1.9256,                0.48992,                0.36959,                0.36375,                0.24065,                 1.3727,                 2.0354,                 1.7705,             0.00052832,             0.00052832,             0.00052832
                     99,                 1.4813,                 2.2167,                 1.9262,                0.47448,                 0.3994,                0.38617,                0.25359,                 1.3465,                 1.9903,                 1.7451,             0.00052055,             0.00052055,             0.00052055
                    100,                 1.4766,                  2.224,                 1.9227,                0.49152,                0.39371,                0.38712,                 0.2507,                 1.3897,                 1.9813,                 1.7685,             0.00051278,             0.00051278,             0.00051278
                    101,                 1.4678,                 2.2052,                 1.9111,                0.47787,                 0.3834,                0.38083,                0.25338,                 1.3521,                 1.9782,                 1.7373,               0.000505,               0.000505,               0.000505
                    102,                 1.4704,                 2.1837,                 1.9133,                0.49515,                0.38201,                0.37812,                0.25077,                 1.3568,                 1.9952,                  1.753,             0.00049722,             0.00049722,             0.00049722
                    103,                 1.4727,                  2.212,                  1.919,                0.51808,                 0.3837,                0.38561,                0.24645,                 1.3917,                 1.9973,                 1.7651,             0.00048945,             0.00048945,             0.00048945
                    104,                 1.4674,                 2.1871,                 1.9062,                0.52943,                0.38734,                 0.3929,                 0.2559,                 1.3574,                 1.9787,                 1.7518,             0.00048168,             0.00048168,             0.00048168
                    105,                 1.4665,                  2.205,                 1.9091,                0.52027,                 0.3831,                0.38958,                0.25619,                 1.3664,                  1.987,                 1.7536,             0.00047392,             0.00047392,             0.00047392
                    106,                 1.4691,                 2.1942,                 1.9173,                0.56075,                0.36896,                0.39017,                0.25422,                 1.3605,                 1.9785,                 1.7534,             0.00046616,             0.00046616,             0.00046616
                    107,                 1.4656,                 2.1934,                 1.9104,                0.50001,                0.37325,                0.37654,                0.25416,                 1.3326,                  2.024,                  1.746,             0.00045842,             0.00045842,             0.00045842
                    108,                 1.4613,                  2.192,                 1.9077,                0.48132,                0.37934,                0.38075,                0.26027,                 1.3406,                 1.9967,                 1.7274,             0.00045068,             0.00045068,             0.00045068
                    109,                 1.4555,                 2.1808,                 1.9059,                0.50648,                0.38283,                0.39286,                0.26525,                 1.3288,                 1.9781,                 1.7279,             0.00044296,             0.00044296,             0.00044296
                    110,                 1.4603,                 2.1834,                 1.9077,                0.51232,                0.37426,                 0.3747,                 0.2543,                 1.3169,                 2.0066,                 1.7269,             0.00043525,             0.00043525,             0.00043525
                    111,                 1.4629,                 2.1878,                 1.9111,                0.49013,                0.37559,                0.37884,                0.25666,                 1.2944,                 2.0004,                 1.7088,             0.00042756,             0.00042756,             0.00042756
                    112,                 1.4675,                  2.182,                 1.9083,                0.52505,                0.36739,                0.38536,                 0.2566,                 1.3355,                 1.9766,                 1.7271,              0.0004199,              0.0004199,              0.0004199
                    113,                 1.4586,                 2.1712,                 1.9068,                0.47654,                 0.3766,                0.37903,                0.25881,                 1.2935,                 2.0009,                 1.7025,             0.00041225,             0.00041225,             0.00041225
                    114,                 1.4421,                 2.1498,                 1.8952,                0.49777,                 0.3706,                 0.3803,                0.26423,                 1.2959,                 2.0188,                 1.7075,             0.00040462,             0.00040462,             0.00040462
                    115,                 1.4526,                 2.1663,                 1.8989,                0.49166,                0.38711,                0.38026,                 0.2592,                  1.279,                 1.9932,                 1.6896,             0.00039702,             0.00039702,             0.00039702
                    116,                  1.446,                 2.1618,                 1.8949,                0.50063,                0.37068,                0.38401,                0.26549,                 1.2822,                 2.0122,                 1.6967,             0.00038944,             0.00038944,             0.00038944
                    117,                 1.4463,                 2.1657,                 1.8943,                0.48591,                0.39067,                0.38998,                 0.2611,                  1.324,                 1.9793,                 1.7149,              0.0003819,              0.0003819,              0.0003819
                    118,                 1.4439,                 2.1442,                 1.8862,                0.51442,                0.37823,                0.38888,                0.26542,                 1.3129,                 1.9626,                 1.7027,             0.00037438,             0.00037438,             0.00037438
                    119,                 1.4516,                 2.1561,                 1.9004,                0.50338,                0.39125,                 0.3968,                0.26984,                 1.3072,                 1.9514,                 1.7067,              0.0003669,              0.0003669,              0.0003669
                    120,                 1.4518,                 2.1537,                 1.9008,                0.56532,                0.38146,                0.40421,                0.27451,                 1.3348,                 1.9857,                 1.7315,             0.00035945,             0.00035945,             0.00035945
                    121,                 1.4464,                 2.1433,                 1.8911,                 0.5158,                0.37071,                0.38525,                0.26714,                 1.2806,                 2.0134,                 1.7059,             0.00035204,             0.00035204,             0.00035204
