                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     68,                 1.5189,                 2.3387,                 1.9664,                0.49594,                 0.3321,                0.34239,                0.21732,                 1.4313,                 2.0814,                 1.8035,             0.00066835,             0.00066835,             0.00066835
                     69,                 1.5188,                 2.3409,                 1.9705,                 0.4575,                0.32578,                0.31975,                0.20241,                 1.4304,                  2.083,                 1.8048,              0.0006634,              0.0006634,              0.0006634
                     70,                  1.519,                 2.3433,                 1.9671,                0.43441,                0.34964,                0.33552,                0.21672,                 1.4025,                 2.1022,                 1.7984,             0.00065845,             0.00065845,             0.00065845
                     71,                 1.5179,                 2.3208,                 1.9661,                0.46667,                0.33083,                0.33814,                 0.2135,                 1.4253,                 2.0971,                 1.8081,              0.0006535,              0.0006535,              0.0006535
                     72,                 1.5273,                 2.3383,                 1.9727,                0.43664,                0.35966,                0.34466,                0.19321,                 1.5896,                 2.1306,                 1.9173,             0.00064855,             0.00064855,             0.00064855
                     73,                 1.5263,                  2.345,                 1.9735,                0.42445,                0.34425,                0.32599,                0.20793,                 1.4197,                 2.0764,                 1.8096,              0.0006436,              0.0006436,              0.0006436
                     74,                 1.5175,                 2.3144,                 1.9643,                0.43257,                0.36244,                0.34439,                0.21505,                 1.4004,                 2.0579,                  1.797,             0.00063865,             0.00063865,             0.00063865
                     75,                  1.512,                  2.331,                 1.9648,                0.42185,                0.33851,                 0.3279,                0.21288,                  1.399,                  2.085,                 1.7869,              0.0006337,              0.0006337,              0.0006337
                     76,                 1.5116,                 2.3101,                 1.9559,                 0.3925,                0.36665,                0.32541,                0.21046,                 1.4134,                  2.076,                 1.7918,             0.00062875,             0.00062875,             0.00062875
                     77,                 1.5202,                 2.3343,                 1.9744,                0.40475,                0.34992,                 0.3149,                0.20206,                 1.3845,                 2.1051,                 1.7749,              0.0006238,              0.0006238,              0.0006238
                     78,                  1.518,                  2.315,                 1.9653,                0.43198,                0.35912,                0.33075,                0.20866,                 1.4069,                 2.0658,                 1.7841,             0.00061885,             0.00061885,             0.00061885
                     79,                  1.523,                 2.3177,                 1.9622,                0.43164,                 0.3557,                0.33913,                 0.2155,                 1.3926,                 2.0592,                 1.7715,              0.0006139,              0.0006139,              0.0006139
                     80,                 1.5145,                 2.3218,                 1.9606,                 0.4629,                0.34084,                0.33209,                0.21469,                 1.3613,                 2.0565,                 1.7597,             0.00060895,             0.00060895,             0.00060895
                     81,                  1.507,                  2.299,                  1.956,                 0.4502,                 0.3334,                0.32732,                 0.2107,                 1.3796,                 2.0955,                 1.7754,               0.000604,               0.000604,               0.000604
                     82,                 1.4993,                 2.2898,                 1.9464,                0.50026,                0.35254,                0.36096,                0.23083,                 1.4313,                 2.0305,                 1.8005,             0.00059905,             0.00059905,             0.00059905
                     83,                 1.5032,                 2.2999,                 1.9549,                 0.4411,                0.35973,                0.34745,                0.22659,                 1.3727,                 2.0488,                  1.764,              0.0005941,              0.0005941,              0.0005941
                     84,                 1.4934,                 2.2917,                  1.951,                 0.4519,                0.36843,                  0.361,                 0.2238,                 1.4622,                 2.0357,                 1.8249,             0.00058915,             0.00058915,             0.00058915
                     85,                 1.5013,                 2.2816,                  1.949,                0.47218,                0.34186,                 0.3535,                0.23124,                 1.3824,                 2.0103,                 1.7643,              0.0005842,              0.0005842,              0.0005842
                     86,                 1.5016,                 2.2833,                 1.9487,                0.45953,                0.35182,                0.35546,                 0.2233,                 1.4246,                 2.0066,                 1.7896,             0.00057925,             0.00057925,             0.00057925
                     87,                 1.5049,                 2.2862,                 1.9573,                0.48372,                0.35111,                0.35469,                 0.2336,                 1.3625,                 2.0455,                 1.7571,              0.0005743,              0.0005743,              0.0005743
                     88,                 1.4965,                 2.2828,                 1.9482,                0.50769,                 0.3434,                0.36152,                 0.2349,                 1.3753,                 2.0063,                  1.758,             0.00056935,             0.00056935,             0.00056935
                     89,                 1.4924,                 2.2753,                 1.9438,                0.50798,                0.34741,                0.37074,                0.24561,                 1.3534,                 2.0237,                 1.7474,              0.0005644,              0.0005644,              0.0005644
                     90,                 1.5004,                  2.274,                 1.9466,                0.46773,                0.33762,                0.34318,                0.22603,                 1.3297,                 2.0316,                 1.7295,             0.00055945,             0.00055945,             0.00055945
                     91,                 1.4968,                 2.2777,                 1.9485,                 0.4574,                0.35771,                  0.361,                0.23822,                  1.327,                 2.0073,                 1.7247,              0.0005545,              0.0005545,              0.0005545
                     92,                 1.4949,                 2.2589,                 1.9412,                0.48649,                0.36079,                 0.3699,                0.23843,                 1.3695,                 1.9972,                 1.7418,             0.00054955,             0.00054955,             0.00054955
                     93,                 1.5015,                 2.2629,                 1.9442,                0.49668,                0.34415,                0.35628,                0.23921,                 1.3313,                 2.0247,                   1.73,              0.0005446,              0.0005446,              0.0005446
                     94,                 1.4909,                 2.2617,                  1.943,                0.54581,                0.31861,                0.35981,                0.24015,                 1.3508,                 2.0246,                 1.7466,             0.00053965,             0.00053965,             0.00053965
                     95,                 1.5011,                 2.2567,                  1.943,                0.49597,                0.33655,                0.35918,                0.23548,                 1.3627,                 1.9969,                 1.7468,              0.0005347,              0.0005347,              0.0005347
                     96,                 1.4856,                 2.2397,                 1.9347,                0.45134,                0.34736,                0.35116,                0.23254,                 1.3576,                  2.023,                 1.7466,             0.00052975,             0.00052975,             0.00052975
                     97,                 1.4966,                  2.261,                 1.9446,                0.45666,                0.37262,                0.37322,                0.25013,                 1.3592,                  1.998,                 1.7507,              0.0005248,              0.0005248,              0.0005248
                     98,                 1.4852,                 2.2599,                 1.9405,                0.45035,                0.34789,                0.35469,                0.23769,                 1.3234,                 2.0173,                 1.7285,             0.00051985,             0.00051985,             0.00051985
                     99,                 1.4905,                 2.2434,                 1.9372,                0.44989,                0.36131,                0.36609,                0.23945,                 1.3297,                 1.9934,                 1.7364,              0.0005149,              0.0005149,              0.0005149
                    100,                 1.4886,                 2.2527,                 1.9385,                0.48894,                0.35713,                0.37508,                0.25308,                 1.3435,                 1.9926,                 1.7446,             0.00050995,             0.00050995,             0.00050995
                    101,                 1.4739,                 2.2363,                 1.9209,                0.47191,                0.36792,                0.36477,                0.24283,                 1.3343,                 2.0058,                 1.7275,               0.000505,               0.000505,               0.000505
                    102,                 1.4891,                 2.2215,                 1.9312,                0.47455,                0.37176,                 0.3795,                0.25283,                 1.3429,                 1.9778,                 1.7313,             0.00050005,             0.00050005,             0.00050005
                    103,                   1.48,                 2.2327,                 1.9269,                0.49246,                 0.3626,                0.37541,                0.25189,                 1.3295,                 1.9993,                 1.7324,              0.0004951,              0.0004951,              0.0004951
                    104,                 1.4832,                 2.2138,                 1.9255,                0.48649,                0.35721,                0.37138,                0.24664,                 1.3385,                 1.9765,                 1.7396,             0.00049015,             0.00049015,             0.00049015
                    105,                 1.4781,                 2.2346,                 1.9236,                0.49921,                0.35762,                0.38399,                0.25423,                 1.3632,                  1.971,                 1.7501,              0.0004852,              0.0004852,              0.0004852
                    106,                 1.4787,                 2.2315,                 1.9308,                0.47126,                0.34719,                 0.3722,                0.24874,                  1.333,                 2.0037,                 1.7364,             0.00048025,             0.00048025,             0.00048025
                    107,                 1.4804,                 2.2315,                 1.9303,                0.44638,                0.36111,                0.37428,                0.25515,                 1.3171,                 1.9944,                 1.7205,              0.0004753,              0.0004753,              0.0004753
                    108,                 1.4737,                  2.221,                 1.9197,                0.50777,                0.34133,                0.37976,                0.25723,                 1.3362,                 1.9692,                 1.7269,             0.00047035,             0.00047035,             0.00047035
                    109,                 1.4726,                 2.2111,                 1.9234,                 0.5014,                0.36207,                0.39162,                0.26109,                 1.3503,                 1.9692,                 1.7317,              0.0004654,              0.0004654,              0.0004654
                    110,                 1.4723,                 2.2196,                 1.9209,                0.48982,                0.37137,                 0.3867,                0.25859,                  1.336,                 1.9675,                 1.7275,             0.00046045,             0.00046045,             0.00046045
                    111,                  1.478,                 2.2519,                 1.9313,                0.49576,                0.37276,                0.39003,                0.26349,                 1.3142,                 1.9475,                  1.709,              0.0004555,              0.0004555,              0.0004555
                    112,                 1.4845,                 2.2065,                 1.9208,                0.48537,                0.38402,                0.39423,                0.26719,                 1.3402,                 1.9502,                 1.7235,             0.00045055,             0.00045055,             0.00045055
                    113,                 1.4706,                 2.2129,                 1.9194,                0.53884,                0.34202,                0.38416,                0.26055,                 1.3195,                 1.9689,                 1.7027,              0.0004456,              0.0004456,              0.0004456
                    114,                 1.4645,                 2.1895,                 1.9162,                0.46047,                0.40165,                0.38413,                0.26133,                 1.3018,                 1.9664,                 1.7058,             0.00044065,             0.00044065,             0.00044065
                    115,                 1.4744,                 2.2041,                 1.9221,                0.51879,                0.35199,                0.38046,                0.26223,                 1.2908,                 1.9622,                  1.699,              0.0004357,              0.0004357,              0.0004357
                    116,                  1.465,                  2.207,                 1.9178,                 0.5347,                 0.3422,                 0.3843,                0.26399,                  1.312,                 1.9559,                 1.7101,             0.00043075,             0.00043075,             0.00043075
                    117,                 1.4666,                 2.1982,                 1.9225,                0.47819,                0.37113,                0.38864,                 0.2681,                 1.3132,                 1.9645,                 1.7168,              0.0004258,              0.0004258,              0.0004258
                    118,                 1.4621,                 2.1838,                 1.9116,                0.51982,                0.35143,                0.38334,                0.26333,                 1.3096,                 1.9833,                 1.7151,             0.00042085,             0.00042085,             0.00042085
                    119,                 1.4639,                  2.191,                  1.914,                 0.4779,                0.37814,                 0.3889,                0.26678,                 1.3181,                 1.9656,                 1.7147,              0.0004159,              0.0004159,              0.0004159
                    120,                 1.4635,                 2.1831,                 1.9138,                0.48108,                0.38111,                0.39134,                 0.2696,                 1.3034,                 1.9616,                 1.7062,             0.00041095,             0.00041095,             0.00041095
                    121,                 1.4598,                 2.1739,                 1.9072,                0.48337,                0.37416,                0.37915,                0.25941,                   1.29,                 1.9758,                 1.6949,               0.000406,               0.000406,               0.000406
                    122,                 1.4671,                 2.1771,                 1.9108,                0.46403,                0.37472,                0.37744,                0.25683,                 1.3035,                 1.9743,                 1.7074,             0.00040105,             0.00040105,             0.00040105
                    123,                 1.4588,                 2.1673,                 1.9072,                0.50387,                0.36335,                0.38122,                0.25932,                 1.3044,                 1.9624,                 1.7007,              0.0003961,              0.0003961,              0.0003961
                    124,                 1.4611,                 2.1821,                 1.9135,                0.51054,                0.37766,                 0.3925,                0.26591,                   1.32,                 1.9553,                 1.7119,             0.00039115,             0.00039115,             0.00039115
                    125,                 1.4574,                 2.1775,                  1.907,                0.51754,                0.37529,                0.39776,                0.26424,                 1.3268,                 1.9302,                 1.7122,              0.0003862,              0.0003862,              0.0003862
                    126,                 1.4487,                 2.1616,                 1.8963,                0.48489,                0.37762,                0.38997,                0.26353,                 1.2972,                 1.9604,                  1.698,             0.00038125,             0.00038125,             0.00038125
                    127,                 1.4454,                 2.1455,                 1.8987,                0.49995,                0.37804,                0.38809,                0.26432,                 1.3158,                 1.9842,                 1.7084,              0.0003763,              0.0003763,              0.0003763
                    128,                 1.4509,                 2.1479,                 1.8958,                0.51979,                0.36265,                0.38643,                 0.2654,                 1.2875,                 1.9589,                 1.6897,             0.00037135,             0.00037135,             0.00037135
                    129,                 1.4565,                   2.18,                 1.9091,                0.49665,                0.38314,                0.38795,                0.26852,                 1.2798,                  1.966,                 1.6892,              0.0003664,              0.0003664,              0.0003664
                    130,                 1.4394,                  2.141,                 1.8884,                0.50293,                0.37909,                0.39211,                 0.2739,                 1.2788,                 1.9452,                 1.6875,             0.00036145,             0.00036145,             0.00036145
                    131,                 1.4587,                 2.1583,                  1.905,                0.49767,                0.38975,                0.39774,                0.27791,                  1.283,                 1.9425,                 1.6874,              0.0003565,              0.0003565,              0.0003565
                    132,                 1.4436,                 2.1538,                  1.895,                0.50709,                0.37763,                 0.4004,                0.27922,                 1.2901,                 1.9373,                 1.6895,             0.00035155,             0.00035155,             0.00035155
                    133,                 1.4465,                 2.1592,                 1.8988,                0.47704,                 0.3807,                0.39513,                0.27522,                 1.2916,                 1.9503,                  1.691,              0.0003466,              0.0003466,              0.0003466
                    134,                 1.4391,                 2.1369,                 1.8857,                0.47784,                0.38016,                0.39519,                0.27238,                 1.2938,                 1.9384,                 1.6923,             0.00034165,             0.00034165,             0.00034165
                    135,                 1.4468,                 2.1327,                 1.8924,                0.45603,                0.38673,                0.38972,                0.26891,                 1.2852,                  1.955,                 1.6824,              0.0003367,              0.0003367,              0.0003367
                    136,                 1.4425,                 2.1336,                 1.8863,                0.49505,                  0.372,                0.38692,                0.26747,                 1.2817,                 1.9484,                 1.6808,             0.00033175,             0.00033175,             0.00033175
                    137,                 1.4554,                 2.1662,                 1.8947,                0.49776,                0.36363,                0.39084,                0.26988,                 1.2863,                 1.9387,                 1.6847,              0.0003268,              0.0003268,              0.0003268
                    138,                 1.4387,                 2.1426,                 1.8925,                0.48807,                0.37571,                0.39351,                0.27461,                 1.2882,                 1.9306,                 1.6832,             0.00032185,             0.00032185,             0.00032185
                    139,                 1.4455,                  2.149,                 1.8952,                0.47607,                 0.3836,                0.39119,                0.27381,                 1.2733,                 1.9308,                 1.6699,              0.0003169,              0.0003169,              0.0003169
                    140,                  1.439,                 2.1322,                 1.8924,                0.48534,                0.39174,                0.39552,                0.27764,                 1.2684,                 1.9336,                  1.669,             0.00031195,             0.00031195,             0.00031195
                    141,                 1.4498,                 2.1399,                 1.9021,                0.51313,                0.38385,                0.39429,                0.27737,                 1.2681,                 1.9355,                 1.6703,               0.000307,               0.000307,               0.000307
                    142,                 1.4434,                 2.1088,                 1.8869,                0.49368,                0.38519,                0.38961,                0.27471,                  1.273,                 1.9377,                 1.6732,             0.00030205,             0.00030205,             0.00030205
                    143,                 1.4504,                 2.1402,                 1.8932,                0.49692,                0.37222,                0.38415,                0.27117,                 1.2599,                 1.9415,                 1.6626,              0.0002971,              0.0002971,              0.0002971
                    144,                 1.4419,                 2.1266,                 1.8928,                0.49426,                0.37432,                0.38192,                0.27057,                 1.2583,                 1.9588,                 1.6635,             0.00029215,             0.00029215,             0.00029215
                    145,                 1.4329,                 2.1188,                 1.8865,                0.47624,                0.38687,                0.38388,                0.27065,                 1.2609,                 1.9381,                  1.662,              0.0002872,              0.0002872,              0.0002872
                    146,                 1.4395,                 2.1201,                 1.8922,                0.46913,                0.38387,                0.38764,                0.27384,                 1.2632,                 1.9373,                 1.6628,             0.00028225,             0.00028225,             0.00028225
                    147,                 1.4322,                 2.1159,                 1.8881,                0.46796,                0.38786,                0.39183,                0.27572,                 1.2662,                 1.9343,                 1.6646,              0.0002773,              0.0002773,              0.0002773
                    148,                 1.4426,                 2.1282,                 1.8918,                 0.4866,                0.39786,                0.39504,                0.27741,                 1.2758,                 1.9256,                 1.6697,             0.00027235,             0.00027235,             0.00027235
                    149,                 1.4313,                 2.1174,                 1.8842,                 0.4925,                0.39665,                0.39572,                0.27873,                 1.2786,                  1.919,                 1.6726,              0.0002674,              0.0002674,              0.0002674
                    150,                 1.4394,                  2.111,                 1.8902,                0.48902,                0.38944,                0.39872,                 0.2802,                 1.2768,                  1.907,                  1.672,             0.00026245,             0.00026245,             0.00026245
